URL,First Visit,Last Visit,Count,,,,
http://dm.travelocity.com/html.ng/site=travelocity&cobrand=TRAVELOCITY&ad\size=125x125&area=guides&section=store_carib,12/17/2007 11:32,12/17/2007 11:32,0,"http://leisure.travelocity.com/Promotions/0,,TRAVELOCITY|2045|pkg_main,00\.html?WA1=03040&WA2=HP&WA3=P2&WA4=caribbean&WA5=IM",dm.travelocity.com,,226
http://dm.travelocity.com/html.ng/site=travelocity&cobrand=TRAVELOCITY&ad\size=160x600&area=guides&section=store_carib,12/17/2007 11:32,12/17/2007 11:32,0,"http://leisure.travelocity.com/Promotions/0,,TRAVELOCITY|2045|pkg_main,00\.html?WA1=03040&WA2=HP&WA3=P2&WA4=caribbean&WA5=IM",dm.travelocity.com,,228
http://dm.travelocity.com/html.ng/site=travelocity&cobrand=TRAVELOCITY&ad\size=300x250&area=guides&section=store_carib,12/17/2007 11:32,12/17/2007 11:32,0,"http://leisure.travelocity.com/Promotions/0,,TRAVELOCITY|2045|pkg_main,00\.html?WA1=03040&WA2=HP&WA3=P2&WA4=caribbean&WA5=IM",dm.travelocity.com,,227
http://dm.travelocity.com/html.ng/site=travelocity&cobrand=TRAVELOCITY&ad\size=400x250&area=guides&section=store_carib,12/17/2007 11:32,12/17/2007 11:32,0,"http://leisure.travelocity.com/Promotions/0,,TRAVELOCITY|2045|pkg_main,00\.html?WA1=03040&WA2=HP&WA3=P2&WA4=caribbean&WA5=IM",dm.travelocity.com,,225
http://dm.travelocity.com/html.ng/site=travelocity&cobrand=TRAVELOCITY&ad\size=728x90&area=homepage&random=2942761571197862378?,12/17/2007 11:32,12/17/2007 11:32,0,http://travelocity.com/,dm.travelocity.com,,223
http://dm.travelocity.com/html.ng/site=travelocity&cobrand=TRAVELOCITY&ar\ea=homepage&adsize=455x200&random=291926.11824195134?,12/17/2007 11:32,12/17/2007 11:32,0,http://travelocity.com/,dm.travelocity.com,,222
"http://leisure.travelocity.com/Promotions/0,,TRAVELOCITY|2045|pkg_main,00\.html?WA1=03040&WA2=HP&WA3=P2&WA4=caribbean&WA5=IM",12/17/2007 11:32,12/17/2007 11:32,0,http://travelocity.com/,leisure.travelocity.com,Caribbean Vacation Packages - Caribbean Vacation Deals - Travel to Caribbean,224
http://travel.travelocity.com/hotel/TTDateLessDetail.do?Service=TRAVELOCI\TY&propertyId=7977&WA1=03040&WA2=StoresCARIB&WA3=fd2&WA4=radisson&WA5=IM,12/17/2007 11:32,12/17/2007 11:32,0,"http://leisure.travelocity.com/Promotions/0,,TRAVELOCITY|2045|pkg_main,00\.html?WA1=03040&WA2=HP&WA3=P2&WA4=caribbean&WA5=IM",travel.travelocity.com,Hotel Detail,229
"http://view.atdmt.com/DEN/iview/trvlmmcm0030000126den/direct/01/bdeuwqu,b\dwlIqexbwa?click=http://dm.travelocity.com/event.ng/Type%3dclick%26FlightID%3d\33266%26AdID%3d45706%26TargetID%3d8852%26Values%3d25,30,46,50,62,75,80,92,101,\110,150,155,194,203,214,215,233,281,285,287,2176,2218,2279,2295,2297,2305,2306\,2307,2308,2309,2340,2342,2343,2358,2432,2595,4761,6472,6474,6508,6672,7961,82\57%26RawValues%3dADSIZEID%2C160x600%2CDESTINATION%2C%2CORIGINATION%2C%2CAREAID\%2Cpackage%2CSID%2CT000V00000X501241470490271233044007956%2CCONID%2C97c1cf19-7\61-1197186535-2%2CTIMEID%2C1197862404%2CIPADDRESS%2C24.3.109.26%2CZIPCODE%2C15\201%2CAREACODE%2C412%26Redirect%3d",12/17/2007 11:32,12/17/2007 11:32,0,http://dm.travelocity.com/html.ng/adsize=160x600&site=travelocity&cobrand\=TRAVELOCITY&area=package&orig=&dest=&air_seg=1&car_seg=0&hot_seg=1&cruiseseg=\0&random=1197862371470,view.atdmt.com,160x600MS_Thanks_Travel,232
http://mail.google.com/mail/?tab=om#inbox,12/15/2007 0:11,12/17/2007 11:23,4,,mail.google.com,Gmail - Inbox - steve.vogon@gmail.com,214
http://mail.google.com/mail/?ui=2&ik=d5424cfd94&at=tfpl75xkoz07h3atsmkzip\rgd0ckhr&view=up&act=sm&jsid=3g9q2m-4pkhxt&cmid=1&rt=h&zx=m6cqo1-vz4p2k,12/17/2007 11:23,12/17/2007 11:23,0,http://mail.google.com/mail/?tab=om,mail.google.com,,221
http://mail.google.com/mail/?tab=om#compose,12/17/2007 11:19,12/17/2007 11:19,0,,mail.google.com,Gmail - Compose Mail - steve.vogon@gmail.com,220
http://mail.google.com/mail/?ui=2&ik=d5424cfd94&view=cv&th=116bdfa4213e64\3e&msgs=116bdfa4213e643e&rt=h&search=inbox,12/17/2007 11:18,12/17/2007 11:18,0,http://mail.google.com/mail/?tab=om,mail.google.com,,219
http://mail.google.com/mail?tab=om,12/8/2007 16:42,12/17/2007 11:17,5,http://docs.google.com/?pli=1,mail.google.com,,29
http://mail.google.com/mail/?tab=om,12/15/2007 0:11,12/17/2007 11:17,2,http://docs.google.com/,mail.google.com,Loading... Gmail,212
http://mail.google.com/mail/?tab=om#,12/15/2007 0:11,12/17/2007 11:17,2,,mail.google.com,Gmail,213
http://mail.google.com/mail/?tab=om#inbox/116bdfa4213e643e,12/15/2007 0:11,12/17/2007 11:17,2,,mail.google.com,Gmail - RE: Negotiate Google Docs,215
http://docs.google.com/,12/8/2007 16:25,12/17/2007 11:16,7,http://www.google.com/accounts/Logout2?ilo=1&ils=wise&ilc=1&continue=http\%3A%2F%2Fdocs.google.com%3A80%2F&zx=-352362955,docs.google.com,Google Docs,1
http://spreadsheets.google.com/ccc?doNothing,12/8/2007 16:40,12/17/2007 11:16,6,http://docs.google.com/?pli=1,spreadsheets.google.com,,22
http://spreadsheets.google.com/ccc?key=pI958hhN-OvZf1K54yGvTXw&hl=en,12/8/2007 16:50,12/17/2007 11:16,6,http://docs.google.com/?action=home,spreadsheets.google.com,Negotiate - Google Docs,58
http://spreadsheets.google.com/ccc?doNothing&pli=1,12/8/2007 16:53,12/17/2007 11:16,4,http://docs.google.com/?action=home,spreadsheets.google.com,,74
https://www.google.com/accounts/ServiceLogin?service=wise&passive=true&nu\i=1&continue=http%3A%2F%2Fspreadsheets.google.com%2Fccc%3FdoNothing&followup=h\ttp%3A%2F%2Fspreadsheets.google.com%2Fccc%3FdoNothing,12/8/2007 16:53,12/17/2007 11:16,4,http://docs.google.com/?action=home,google.com,Redirecting,72
http://docs.google.com/#,12/9/2007 13:42,12/17/2007 11:16,3,,docs.google.com,Google Docs - Spreadsheets,83
http://docs.google.com/#spreadsheets,12/15/2007 0:10,12/17/2007 11:16,2,,docs.google.com,,211
http://spreadsheets.google.com/ccc?doNothing&pli=1&auth=DQAAAJEAAADcf_VzN\0uh1hxUusj4JefNW1lNFYm3XlGAXefA0Ww3Tx-uKcMWr0l6VwC4cHhSfpoDo5RditjwGvTGnxwyYAd\kX2hrvDzJK7FNtFVhGFHPY9lYu0W_mlpbBgbLC_obHAGATczb6C80wLoUIq3ITieuqkC56C8yhGHRl\fW5lm7SlW9HR0dAbt6qsYvZFjGFjLny5IVvh0_BKPoGMLk8Gaun&gausr=Steve.Vogon%40gmail.\com,12/17/2007 11:16,12/17/2007 11:16,0,,spreadsheets.google.com,,218
http://www.googleadservices.com/pagead/conversion/1065610311/?random=1197\861396525&label=SIGNUP&hl=en&gl=US&fmt=1&bg=FFFFFF,12/17/2007 11:16,12/17/2007 11:16,0,http://docs.google.com/,googleadservices.com,,217
http://mail.google.com/mail/?ui=2&ik=d5424cfd94&at=tfpl75xkoz07h3atsmkzip\rgd0ckhr&view=up&act=sm&jsid=5ofgkq-3ntum8&cmid=1&rt=h&search=inbox&zx=o3xxmy-\ogv08c,12/15/2007 0:13,12/15/2007 0:13,0,http://mail.google.com/mail/?tab=om,mail.google.com,,216
http://docs.google.com/#documents,12/15/2007 0:10,12/15/2007 0:10,0,,docs.google.com,Google Docs - Spreadsheets,210
http://spreadsheets.google.com/ccc?doNothing&pli=1&auth=DQAAAI8AAACECowom\wiGldUAHZaVQP2Lg8hhAaX7DRl43He40-zZeuFQcM7toxw6dtfxZhA_APVSXDwZo_t9HMpuMtzxqZ4\niSU_ny0y5J_-9ON3JRYhZq1CygcF2LwY8tjKzhQugVzepxE5bSLXiOC-H1b_tEBZBnDWwJbconzvY\L4bnEzOzkO0FaiDYsY8fNvkhfqwzt0&gausr=Steve.Vogon%40gmail.com,12/15/2007 0:10,12/15/2007 0:10,0,,spreadsheets.google.com,,209
http://www.googleadservices.com/pagead/conversion/1065610311/?random=1197\648620935&label=SIGNUP&hl=en&gl=US&fmt=1&bg=FFFFFF,12/15/2007 0:10,12/15/2007 0:10,0,http://docs.google.com/,googleadservices.com,,208
https://dm.travelocity.com/html.ng/site=travelocity&cobrand=TRAVELOCITY&a\rea=hotel&section=preconf&dest=&air_seg=0&car_seg=0&hot_seg=1&random=583171,12/9/2007 15:53,12/9/2007 15:53,0,https://travel.travelocity.com/checkout/PostDisplaySeatMaps.do;jsessionid\=5244E9C4701E69F054D28CB654946F3C.p0239,dm.travelocity.com,,207
https://travel.travelocity.com/checkout/PostDisplaySeatMaps.do;jsessionid\=5244E9C4701E69F054D28CB654946F3C.p0239,12/9/2007 15:53,12/9/2007 15:53,2,https://travel.travelocity.com/checkout/PostDisplayContacts.do;jsessionid\=5244E9C4701E69F054D28CB654946F3C.p0239?SEQ=11971867464281192007,travel.travelocity.com,CheckoutBilling,206
https://travel.travelocity.com/checkout/PostDisplayContacts.do;jsessionid\=5244E9C4701E69F054D28CB654946F3C.p0239?SEQ=11971867464281192007,12/9/2007 15:52,12/9/2007 15:52,0,https://travel.travelocity.com/checkout/PostDisplayTraveler.do;jsessionid\=5244E9C4701E69F054D28CB654946F3C.p0239,travel.travelocity.com,CheckoutSeatMap,205
https://travel.travelocity.com/checkout/PostDisplayTraveler.do;jsessionid\=5244E9C4701E69F054D28CB654946F3C.p0239,12/9/2007 15:51,12/9/2007 15:51,0,https://travel.travelocity.com/checkout/PostReview.do;jsessionid=5244E9C4\701E69F054D28CB654946F3C.p0239?SEQ=11971866998041192007,travel.travelocity.com,CheckoutDisplayContacts,204
https://travel.travelocity.com/checkout/CheckoutReview.do;jsessionid=5244\E9C4701E69F054D28CB654946F3C.p0239?leg=21&targetLegIndex=1&breadcrumbStart=1&s\ortOrder=TOTAL_FARE_ASCENDING&recordNo=14&dispNewTimeStamp=&pathIndicatorCode=\KIA&flightPath=TF,12/9/2007 15:50,12/9/2007 15:50,0,http://travel.travelocity.com/flights/SelectOutboundLegAction.do?leg=50&t\argetLegIndex=0&breadcrumbStart=1&sortOrder=TOTAL_FARE_ASCENDING&recordNo=19&d\ispNewTimeStamp=&pathIndicatorCode=KIA&flightPath=TF,travel.travelocity.com,CheckoutReview,201
https://travel.travelocity.com/checkout/PostReview.do;jsessionid=5244E9C4\701E69F054D28CB654946F3C.p0239?SEQ=11971866998041192007,12/9/2007 15:50,12/9/2007 15:50,0,https://travel.travelocity.com/checkout/UpdateInsuranceAction.do;jsession\id=5244E9C4701E69F054D28CB654946F3C.p0239?,travel.travelocity.com,CheckoutTravelerInfo,203
https://travel.travelocity.com/checkout/UpdateInsuranceAction.do;jsession\id=5244E9C4701E69F054D28CB654946F3C.p0239?#INSURANCE,12/9/2007 15:50,12/9/2007 15:50,0,https://travel.travelocity.com/checkout/CheckoutReview.do;jsessionid=5244\E9C4701E69F054D28CB654946F3C.p0239?leg=21&targetLegIndex=1&breadcrumbStart=1&s\ortOrder=TOTAL_FARE_ASCENDING&recordNo=14&dispNewTimeStamp=&pathIndicatorCode=\KIA&flightPath=TF,travel.travelocity.com,CheckoutReview,202
http://dm.travelocity.com/html.ng/adsize=125x125&site=travelocity&cobrand\=TRAVELOCITY&locale=en&area=air&orig=IAD&random=593835,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/ResolveAirportAction.do;jsessionid=\5244E9C4701E69F054D28CB654946F3C.p0239?SEQ=11971865900141192007,dm.travelocity.com,,186
http://dm.travelocity.com/html.ng/adsize=125x125&site=travelocity&cobrand\=TRAVELOCITY&locale=en&pagepos=1&area=air&orig=IAD&dest=SJO&random=625634,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/AirSearch.do?SEQ=119718660781511920\07,dm.travelocity.com,,194
http://dm.travelocity.com/html.ng/adsize=125x125&site=travelocity&cobrand\=TRAVELOCITY&locale=en&pagepos=1&area=air&orig=IAD&dest=SJO&random=650946,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/SelectOutboundLegAction.do?leg=50&t\argetLegIndex=0&breadcrumbStart=1&sortOrder=TOTAL_FARE_ASCENDING&recordNo=19&d\ispNewTimeStamp=&pathIndicatorCode=KIA&flightPath=TF,dm.travelocity.com,,199
http://dm.travelocity.com/html.ng/adsize=160x600&site=travelocity&cobrand\=TRAVELOCITY&locale=en&area=air&orig=IAD&dest=SJO&random=625634,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/AirSearch.do?SEQ=119718660781511920\07,dm.travelocity.com,,193
http://dm.travelocity.com/html.ng/adsize=160x600&site=travelocity&cobrand\=TRAVELOCITY&locale=en&area=air&orig=IAD&dest=SJO&random=650945,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/SelectOutboundLegAction.do?leg=50&t\argetLegIndex=0&breadcrumbStart=1&sortOrder=TOTAL_FARE_ASCENDING&recordNo=19&d\ispNewTimeStamp=&pathIndicatorCode=KIA&flightPath=TF,dm.travelocity.com,,198
http://dm.travelocity.com/html.ng/adsize=468x60&site=travelocity&cobrand=\TRAVELOCITY&locale=en&area=air&orig=IAD&dest=COSTA%20RICA&air_seg=1&car_seg=0&\hot_seg=0&cruise_seg=0&adloc=NA&random=593818,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/ResolveAirportAction.do;jsessionid=\5244E9C4701E69F054D28CB654946F3C.p0239?SEQ=11971865900141192007,dm.travelocity.com,,185
http://dm.travelocity.com/html.ng/adsize=468x60&site=travelocity&cobrand=\TRAVELOCITY&locale=en&area=air&orig=IAD&dest=SJO&air_seg=1&car_seg=0&hot_seg=0\&cruise_seg=0&adloc=NA&random=625475,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/AirSearch.do?SEQ=119718660781511920\07,dm.travelocity.com,,192
http://dm.travelocity.com/html.ng/adsize=468x60&site=travelocity&cobrand=\TRAVELOCITY&locale=en&area=air&orig=IAD&dest=SJO&air_seg=1&car_seg=0&hot_seg=0\&cruise_seg=0&adloc=NA&random=650805,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/SelectOutboundLegAction.do?leg=50&t\argetLegIndex=0&breadcrumbStart=1&sortOrder=TOTAL_FARE_ASCENDING&recordNo=19&d\ispNewTimeStamp=&pathIndicatorCode=KIA&flightPath=TF,dm.travelocity.com,,197
http://dm.travelocity.com/html.ng/site=travelocity&cobrand=TRAVELOCITY&ad\size=300x250&area=air&section=wait&orig=IAD&dest=Costa%20Rica&random=885509116\?,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/Timekeeper.do?resolvedAirport=SJO|S\an%20Jose%20Juan%20Santamaria%20Airport|San%20Jose|XX|Costa%20Rica|CR&index=1&\currentPage=NewSearch,dm.travelocity.com,,188
http://dm.travelocity.com/html.ng/site=travelocity&cobrand=TRAVELOCITY&ad\size=300x250&area=air&section=wait&orig=IAD&dest=SJO&random=929153514?,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/ResolveAirportAction.do?index=1&SEQ\=11971866058931192007,dm.travelocity.com,,190
http://travel.travelocity.com/flights/AirSearch.do?SEQ=119718660781511920\07,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/ResolveAirportAction.do?index=1&SEQ\=11971866058931192007,travel.travelocity.com,Travelocity:?????????Search Results,191
http://travel.travelocity.com/flights/CalendarPallet.do,12/9/2007 15:49,12/9/2007 15:49,4,http://travel.travelocity.com/flights/AirSearch.do?SEQ=119718660781511920\07,travel.travelocity.com,,195
